Prd_id,Review #,Date,Reviews,Helpful
1,11,1-Nov-19,"I have many years of military service and through the years I have found it harder and harder to get good sleep. Since I have had the opportunity to wear the SmartSleep device I have found myself feeling a little more rested and alert during the following day. I’m still not sure how Phillips has figured this out, but I’m sure glad they did. If my progress continues on the following track I’m sure I’ll fell 10 years younger in no time. It’s very comfortable to wear through the night and really easy to keep clean. I’m enjoying my new found restful nights and I’m very thankful to Phillips for such a wonderful product.",7
1,12,1-Dec-19,"I don't sleep a whole lot. But I do appreciate having some data points to let me know what the real story is. I've really enjoyed having that data ever since I have been wearing a fitness tracker of some sort. But that's where the support by those devices pretty much ends. There is no way for the devices themselves to aid in improving what sleep I do get like this unit claims to do. I had high hopes for this given the $300 price point. But it just left me frustrated more than anything. The fit and feel of it is fine. Until I start moving around in my sleep. The ear piece get's removed as a result, and I gained nothing from wearing it. Then there is the possibility of the connection being lost and not capturing any data. I'd also prefer that the disposable sensors...weren't disposable. Maybe it's just me but I think this just needs to be re-engineered. My guess is that it will help those that sleep well as is and improve upon that. But for someone that sleeps very little, very light, and can move around quite a bit at night...it may not be for you and you may not get what you're hoping to get out of this. I'm all for what it's trying to achieve. But I think this just isn't quite the kit to do so.",1
1,13,1-Dec-19,"After three nights of trying the headband, I’m giving up. It’s not that’s too uncomfortable, although it’s not great. It’s that it’s a lot of setup work for very little benefit. In my case I woke up each time the stimulations started—even with ear plugs in—and when on “sensitive” mode I got no stimulations. Sometimes I also woke up with a sore spot on my ear from the sensor button. It also is now refusing to connect to its app (on iPhone) after the third night, and none of the reset and reconnect procedures in the accompanying app or Philips website work. Who knows what’s going on—it’s just not worth any more work to find out.",0
1,14,1-Dec-19,I followed the instructions over and over and over again and it doesn’t even do anything. It’s like modern day snake oil for sleep.,2
1,15,1-Dec-19,Great purchase for improving sleep quality when time is limited.,0
1,16,1-Nov-19,"Like many people, I probably don’t get enough sleep day to day. So, I was excited to see that Philips planned on making a device aimed at helping people like me. I recently picked up the SmartSleep Deep Sleep Headband and have been using for a little more than a week. Unboxing and set up was very straight forward. In the box, you get the headband, a charger, & sensors to get you started. You will need to download the SleepMapper mobile app for the initial set up and for seeing your sleep data. You’ll likely have to download an update to the headband software as well before your first nights use. Daily use involves having a fully charged headband to start and a sticky sensor that is applied on your head, behind your right ear. There is a wire connected to the headband that snaps onto the sensor. After a quick press of a power button on the front of the headband, the sensors will start trying to read your EEG signal. A series of beeps will indicate that the sensors are connecting, and a final “happy” beep to let you know that the connection is complete and the readings started. I went with the medium sized headband since Philips says it would fit 70% of people. When I tried it on the first time after on boxing, I was a little concerned I got the wrong size. I adjusted the straps as much as I could and I was able to wear it but I was still concerned it was too tight. After the first night sleep, I was pleasantly surprised at how comfortable the headband was. I’m used to sleeping with an eye pillow, so I’m assuming that familiarity with wearing something on my head during sleep helps. The first thing I noticed after I laid down to go to sleep was the green light on the headband (yellow while charging and trying to find your EEG signal) was really really bright. Thankfully, it turns off in a minute or two. When you wake up in the morning, you have two things to do. The first is obvious, take the sticky sensor off and put it back on the plastic sheet. The second is plug the charger back into the headband. This allows you to sync your sleep data back to the mobile app. Stats that are tracked include a sleep score, time asleep, time awake, how many times you wake up during the night, your sleep routine, time to fall asleep, and sleepboost. There is also a sleep graph, which is pretty interesting to see after each night. First night, my sleep stats tell me that I fell asleep 10 minutes after putting on the headband. The graph shows the various sleep cycles, light sleep, REM sleep, and deep sleep. During deep sleep, that’s when the headband delivers sleepboost. The headband plays a specific tone to improve the quality of your deep sleep. On the graph you get a visual representation of how many times the headband is playing this tone. The first night, it played 856 times, or a total of 14 minutes of my 46 minutes of deep sleep. Over time, the single points of data can be tracked in the mobile app so you can see trends. The app also gives sleep tips if you care to read them. If you are an iOS user, you can also send your sleep data to the health app so it is in the same place as your other health related data. After a couple of nights use, I did notice that having the headband over my ears did result in some discomfort in the mornings. It happened over the weekends, when I tend to get a little more sleep than usual. I may have to adjust the placement of the headband if this continues. I will also say that Philips is accurate in that the sticky sensors will last 1-3 night before replacing. I’ve gotten 2 nights out of each sensor, but on the third night, they just wouldn’t stick. The headband comes with 30 sensors, so you’ll have 2-3 months worth before you need to purchase more. So what’s the verdict? I do actually think the headband helps. In the week + that I’ve been using it, I do feel like I’m waking up less groggy and don’t need the usual cups of coffee to be able to function. Sleep is important, even though I know I don’t get enough day to day. I guess every minute of extra deep sleep does help, even if the total time sleeping is not ideal. The product is expensive but it seems to be helping so the headband is worth it from that perspective. The Mobile app is easy to use, even if you have to plug the headband in to sync data. The headband is much more comfortable than it appears to be at first glance but can cause some ear discomfort in the AM. Overall I’m happy one week in.",1
1,17,1-Dec-19,sleep quality seems improved. wake up less groggy. travels well.,1
1,18,1-Nov-19,,3
1,19,1-Nov-19,"Pro: -App -Build material Con: -Uncomfortable to sleep with -Bulky and prevent you from sleeping on your side or stomach -Need to buy sensors The idea sounds good and I wanted to like this, but it just doesn’t work for me. It’s just way too bulky and uncomfortable for me to sleep through the night. It’s like wearing headphones and a belt around your head. I have yet to sleep more than 5 hours straight for it to record my sleep score. I either can’t fall asleep with it on or I end up waking up during the night and taking it off. The clasps on the back is bulky and push against the back of my head and I have to sleep with my head at an awkward angle. The earpiece pretty much made sleeping on my side impossible and the front of the band sticks out so I can’t sleep on my stomach. The band, which is snug on my head, shifts around during sleep. Speaking of the fit of the band, the recommended size seems off. I read the size measurements and left room to spare, and medium was the recommended size. I have to fully expand the clasps to not have them and earpieces pressing too tight. Setting up with the app was simple enough but it took me a few tries for the band to sync with the app. After each night, the band will automatically sync with the app once it’s connected to the charging cable. You don’t need the app to be running while sleeping. I can’t really comment much about the sleep tracking since I couldn’t sleep long enough to record an accurate score, but it does appear to track how long I slept, when I fell asleep, and my sleep stages accurately. To use it, you have to stick the disposable sensors on the back of your ears (a pack of 30 is included), and slide the band over your ears and attach the wire to the sensor. Power it on and it’ll beep while it detects the sensor. It takes 30 sec to a minute, and once detected, it should be set. The disposable sensors have to replaced every 1-3 days. A pack of 30 cost $30. If you can fall asleep while watching TV while wearing headphones then you might not be bothered by this headband. For me, it’s a pass.",1
1,20,1-Nov-19,"The Philips SmartSleep Headband provides valuable information to help me sleep better. The initial setup is a breeze. You download the app, follow the instructions. And you are on your way to a better sleep. When I first tried the headband, I was a bit worried that the indicator light on the headband would stay on all night and disrupt my sleep. Well, someone at Philips did their job and thought about it in advance. The light turns off, but the headband is still at work collecting sleep data. The next morning, you upload the data via the app. I found out that I am a deep sleeper, and the average hours slept. In order to use the headband, there are patches/sensors that you place behind your ear. One patch should last for a couple of uses, but I did some research on cost, and they are somewhat expensive, so take this into consideration when purchasing. Overall, the Philips SmartSleep headband has helped me improve my sleep.",2
1,21,1-Dec-19,"I was excited to try this product as I met all the specific criteria that are listed for its effective use... or so I thought. Certain age range, no sleep apnea or other sleep-related disorders, average or less than 6 hours of sleep. I had been tracking my sleep for some time via Apple Watch apps and thought it was time to do more of a deep dive to get some data on my sleep patterns/habits. That's where this product comes in. Fit: I've seen other reviewers complain about the fit of the band, I didn't think it was too terrible, but I also made sure to get the specific size for my head circumference (I measured first). I also have short hair so wearing something on my head to sleep wasn't as much of an issue for me. The sensors are another discussion entirely. Materials and construction feel solid and like something I could wear on a consistent basis and it will last. Issues: The whole idea behind this product is for the 2 sensors in the band, and the behind the ear sensor to be in place properly. When the app detects you are in a deep sleep state and you might be exiting it, it plays sounds to continue your deep sleep. Quality over quantity for sleepers who get less than the recommended 8 hours, is the way I understand it. Issue number one was connectivity. I couldn't get a solid week out of this thing without at least one night or more having not enough data to determine your sleep score. This also left me wondering if it was working on those nights, or did it not have enough data to boost my sleep? Issue number two is the behind the ear sensors. These are ""disposable"" and often didn't stick effectively for me, or had to be readjusted and then would put uncomfortable pressure on the bone behind my ear where you place it, as I'm primarily a side sleeper. The initial unit comes with a decent number of sensors, and I did attempt to reuse them a few nights, possibly contributing to the loss of data. A refill of those sensors is about $1 each. Overall: In the end, I didn't feel like I was seeing a significant improvement to my sleep. I ended up reviewing the sleep data from the app with my dr, along with some other metrics, and he referred me to a sleep study. The data and the experience of using the deep sleep band definitely contributed to this journey and helped me along the way. I hoped that this technology would be the sleep solution for me, and I think if you meet the criteria, it could be. TLDR: Specifically designed for a set of sleep criteria/metrics. Achieving better rest seems worth it though.",2
1,22,1-Dec-19,"As someone who has a hard time falling asleep, I have searched and tried non-medicated solutions to end my nocturnal habit. This lead me to trying out this Philips Headband. Before trying this, there are two things you have to do. First is read the list of diagnoses that this will not be effective on.. (i.e. if you have sleep apnea.. etc), Second is to consider what size of a headband you need. Large or medium. I first tried the medium since I fell within the circumference measurement which is about maybe at the high end of medium. I figure I could adjust it enough however at the widest setting the sliders felt bulging at the center. It wasn't bad at first but a few nights later I felt it was just too snug as I either woke up to take it off or I unconsciously removed it. This offset the results. I did exchange and got the large headband and it felt much more comfortable. The only thing about being too comfortable is it might be too loose that I would lose connection. Set up is easy, There is a video to follow in the website or you tube. The only thing to note is the initial firmware update takes a while to do.. ~ 10-20 min. Another thing that you might want to consider is that the sensors that come with it will wore out. One sensor can get you 3 days worth of use, meaning you dispose it after it doesn't stick anymore (kinda like having contact lens, you use it then throw them away after a few uses). Overall, I do believe it helps me stay asleep when I got it to work after all the adjustments and learning process. Pros: A sleep aide; App based; numeric scale interpretation Cons: price; disposable sensors - meaning you have to PURCHASE more when you ran out.",1
1,23,1-Nov-19,"he good: - sleep tracking seems to be accurate and very detailed - app is well designed and intuitive to use the bad: - comfort. For me, the single biggest negative here is that I simply cannot sleep while wearing something like this on my head. The size adjustment clasp is on the back, preventing me from laying on my back. The upper forward part of the “helmet” has sort of a bulge to it, making it difficult for me to sleep on my stomach. Ultimately the only way to get my head into a comfortable position left my neck somewhat twisted and awkward. Over a week’s time I tried every different position, and none offered anything more comfortable. - sensor stickers - I’m not sure why, but because of the use of disposable sensor stickers, which of course you have to purchase after you go through the included ones (30 are actually included, which is nice) this ultimately feels like a subscription service model to sleep. I know I’m nitpicking here but for something so expensive, to have to continue paying after the fact for stickers leaves a bad taste in my mouth. - I personally didn’t notice much of an improvement in my sleep quality, admittedly probably mostly due to fitting/comfort issues. overall: I’m sure this will work well for some people, just not for me. The headband seems well constructed and the app is good, but ultimately I don’t think I can personally continue to wear something like this until it’s less intrusive physically.",2
1,24,1-Nov-19,"Interesting concept, lightweight, but not for me",0
